Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###2606	7.0	0.3	4.4	Scaffold_19	7107	7482	361	C	ET_31	LINE/L1	(0)	362	2	4569	1	0.997

###333/5858/359/24752	9.395	2.355	0.595	Scaffold_19	14203	29088	7237	C	ET_35	LTR/Gypsy	(0)	11806	90	4571/4571/4573/4576	4	No_ref_available
557	5.6	4.2	0.0	Scaffold_19	57902	57973	75	C	ET_35	LTR/Gypsy	(1255)	10551	10477	4585	1
899	8.5	0.0	0.0	Scaffold_19	58043	58160	118	C	ET_35	LTR/Gypsy	(1319)	10487	10370	4585	1
6380	4.2	0.4	2.9	Scaffold_19	64606	65392	768	C	ET_35	LTR/Gypsy	(5546)	6260	5493	4588	1
22389	12.3	1.6	0.6	Scaffold_19	66639	70879	4285	C	ET_35	LTR/Gypsy	(7432)	4374	90	4591	1
552	13.6	0.0	1.1	Scaffold_19	74672	74760	88	C	ET_35	LTR/Gypsy	(11718)	88	1	4591	1

###27719/17132/9365	2.765	1.377	0.135	Scaffold_19	58267	64519	6231	C	ET_32	LTR/Gypsy	(0)	6234	4	4586/4586/4586	3	No_ref_available
27719	3.3	1.5	0.2	Scaffold_19	58267	61486	3260	C	ET_32	LTR/Gypsy	(0)	6234	2975	4586	1
17132	2.6	1.9	0.1	Scaffold_19	61497	63446	1984	C	ET_32	LTR/Gypsy	(3219)	3015	1032	4586	1
9365	1.4	0.0	0.0	Scaffold_19	63491	64519	1029	C	ET_32	LTR/Gypsy	(5202)	1032	4	4586	1

###9218	1.7	0.0	1.1	Scaffold_19	65431	66464	1023	+	ET_33	DNA/Maverick	3719	4741	(0)	4590	1	0.216

###1330	15.1	0.0	2.7	Scaffold_19	74461	74685	219	+	ET_31	LINE/L1	2	220	(142)	4593	1	0.605

###22788/29351/1111/5602/244	8.992	1.062	0.604	Scaffold_19	96231	111459	5087	+	ET_35	LTR/Gypsy	90	11806	(0)	4639/4639/4642/4642/4642	5	No_ref_available
22788	9.4	0.6	0.6	Scaffold_19	96231	99284	3053	+	ET_35	LTR/Gypsy	90	3142	(8664)	4639	1
29351	7.7	1.2	0.8	Scaffold_19	103740	104008	653	+	ET_35	LTR/Gypsy	6631	7283	(4523)	4639	1
1111	5.5	0.7	0.0	Scaffold_19	108598	108743	147	+	ET_35	LTR/Gypsy	10333	10479	(1327)	4642	1
5602	6.9	5.5	0.6	Scaffold_19	110211	111379	1226	+	ET_35	LTR/Gypsy	10573	11798	(8)	4642	1
244	6.7	0.0	0.0	Scaffold_19	111430	111459	30	+	ET_35	LTR/Gypsy	11777	11806	(0)	4642	1

###29351	7.7	1.2	0.8	Scaffold_19	99346	102094	6630	+	ET_35	LTR/Gypsy	1	6630	(5176)	4639	1	No_ref_available

###12377	7.4	0.1	2.7	Scaffold_19	102095	103739	1603	C	ET_33	DNA/Maverick	(1593)	3148	1546	4640	1	0.338

###371/267	7.661	1.837	3.754	Scaffold_19	103999	118241	106	C	ET_35	LTR/Gypsy	(1259)	10547	3181	4641/4644	2	No_ref_available
371	8.3	3.2	3.2	Scaffold_19	103999	104060	62	C	ET_35	LTR/Gypsy	(1259)	10547	10486	4641	1
267	6.8	0.0	4.5	Scaffold_19	118196	118241	44	C	ET_35	LTR/Gypsy	(8582)	3224	3181	4644	1

###26114	8.8	2.9	1.2	Scaffold_19	104855	108542	3748	+	ET_35	LTR/Gypsy	2487	6234	(0)	4639	1	No_ref_available

###1808/307	10.909	0.000	1.996	Scaffold_19	117955	118386	303	+	ET_31	LINE/L1	2	362	(0)	4643/4643	2	0.837
1808	10.0	0.0	2.4	Scaffold_19	117955	118211	251	+	ET_31	LINE/L1	2	252	(110)	4643	1
307	15.4	0.0	0.0	Scaffold_19	118335	118386	52	+	ET_31	LINE/L1	311	362	(0)	4643	1

###9580	11.2	0.4	0.1	Scaffold_19	314470	315823	1359	+	ET_35	LTR/Gypsy	90	1448	(10358)	4725	1	No_ref_available
