Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###1928/441/9560	18.467	1.486	2.772	Scaffold_5	45	3009	2512	+	ET_32	LTR/Gypsy	1425	4379	(1855)	8475/8477/8477	3	No_ref_available
###5477/14288/15283	8.411	1.971	0.750	Scaffold_5	364748	371028	5275	C	ET_32	LTR/Gypsy	(12)	11794	2269	8686/8686/8686	3	No_ref_available
5477	7.4	4.7	1.1	Scaffold_5	364748	365930	1225	C	ET_32	LTR/Gypsy	(12)	11794	10570	8686	1
14288	5.6	0.9	0.5	Scaffold_5	366948	368222	1275	C	ET_32	LTR/Gypsy	(1319)	10487	9213	8686	1
15283	10.9	1.0	0.7	Scaffold_5	368314	371028	2775	C	ET_32	LTR/Gypsy	(1191)	5043	2269	8686	1

###4946/6976/4355	18.840	1.389	0.652	Scaffold_5	371036	375620	4293	C	ET_35	LTR/Gypsy	(6233)	5573	90	8688/8690/8690	3	No_ref_available
4946	12.3	0.6	1.1	Scaffold_5	371036	371822	783	C	ET_35	LTR/Gypsy	(6233)	5573	4791	8688	1
6976	20.5	2.0	0.5	Scaffold_5	372160	374745	2627	C	ET_35	LTR/Gypsy	(7354)	4452	1826	8690	1
4355	19.9	0.2	0.7	Scaffold_5	374734	375620	883	C	ET_35	LTR/Gypsy	(10834)	972	90	8690	1

###3126/943/1062	19.429	1.277	2.063	Scaffold_5	381744	383596	817	+	ET_34	LTR/Gypsy	1673	2489	(5044)	8722/8723/8724	3	No_ref_available
3126	18.3	1.6	2.5	Scaffold_5	381744	382481	732	+	ET_34	LTR/Gypsy	1673	2404	(5129)	8722	1
943	22.3	1.3	2.3	Scaffold_5	382694	383005	309	+	ET_34	LTR/Gypsy	2178	2486	(5047)	8723	1
1062	19.1	0.0	0.0	Scaffold_5	383366	383596	231	+	ET_34	LTR/Gypsy	2259	2489	(5044)	8724	1

###2033	18.6	2.2	0.7	Scaffold_5	444025	444436	418	+	ET_25	DNA/hAT	8	425	(0)	8748	1	0.984

###7065	10.0	1.1	5.0	Scaffold_5	487662	488808	1104	+	ET_33	DNA/Maverick	1849	2952	(1789)	8764	1	0.233

###949/5801	16.100	0.343	0.607	Scaffold_5	489158	490329	1185	C	ET_35	LTR/Gypsy	(5972)	5834	102	8765/8765	2	No_ref_available
949	16.1	1.5	3.5	Scaffold_5	489158	489363	202	C	ET_35	LTR/Gypsy	(5972)	5834	5633	8765	1
5801	16.1	0.1	0.0	Scaffold_5	489348	490329	983	C	ET_35	LTR/Gypsy	(10722)	1084	102	8765	1

###15004	0.0	0.0	0.0	Scaffold_5	588119	589732	1614	C	ET_39	LINE/RTE	(0)	1614	1	8858	1	1.000

###273/42289/23682/26285/6445	2.662	0.671	0.725	Scaffold_5	590119	605242	11492	+	ET_35	LTR/Gypsy	3	11806	(0)	8859/8861/8863/8868/8868	5	No_ref_available
273	11.6	0.0	2.3	Scaffold_5	590119	590162	43	+	ET_35	LTR/Gypsy	3	45	(11761)	8859	1
42289	1.4	0.0	0.0	Scaffold_5	590445	594872	4426	+	ET_35	LTR/Gypsy	33	4458	(7348)	8861	1
23682	0.9	0.1	0.7	Scaffold_5	595068	597665	2584	+	ET_35	LTR/Gypsy	4700	7283	(4523)	8863	1
26285	5.2	1.0	1.6	Scaffold_5	599264	602919	3218	+	ET_35	LTR/Gypsy	7284	10501	(1305)	8868	1
6445	3.7	4.1	1.0	Scaffold_5	604046	605242	1234	+	ET_35	LTR/Gypsy	10573	11806	(0)	8868	1

###7986/1420/1420/880	17.126	2.722	3.113	Scaffold_5	594873	599615	2291	C	ET_33	DNA/Maverick	(0)	4741	32	8862/8865/8865/8867	4	0.483
7986	11.1	2.7	0.3	Scaffold_5	594873	596048	1204	C	ET_33	DNA/Maverick	(0)	4741	3538	8862	1
1420	25.8	2.3	11.0	Scaffold_5	597718	598096	524	C	ET_33	DNA/Maverick	(2880)	1861	1338	8865	1
1420	25.8	2.3	11.0	Scaffold_5	598299	598319	31	C	ET_33	DNA/Maverick	(2880)	1337	1307	8865	1
880	32.4	3.5	4.1	Scaffold_5	599081	599615	532	C	ET_33	DNA/Maverick	(4178)	563	32	8867	1

###3036/1580/451	17.710	2.011	2.346	Scaffold_5	597716	598845	1001	+	ET_32	LTR/Gypsy	1032	2265	(3969)	8864/8866/8866	3	No_ref_available
3036	5.8	1.1	0.0	Scaffold_5	597716	598096	385	+	ET_32	LTR/Gypsy	1032	1416	(4818)	8864	1
1580	3.1	0.0	5.2	Scaffold_5	598097	598298	192	+	ET_32	LTR/Gypsy	1485	1676	(4558)	8866	1
451	35.5	3.8	3.1	Scaffold_5	598425	598845	424	+	ET_32	LTR/Gypsy	1842	2265	(3969)	8866	1

###1793	6.4	0.0	0.0	Scaffold_5	611842	612060	219	+	ET_31	LINE/L1	2	220	(142)	8869	1	0.605

###610	11.4	0.0	0.0	Scaffold_5	612047	612134	88	C	ET_35	LTR/Gypsy	(11718)	88	1	8870	1	No_ref_available

###7281/1173/5678	15.302	1.144	3.233	Scaffold_5	847607	850290	2389	C	ET_35	LTR/Gypsy	(4517)	7289	90	8974/8975/8975	3	No_ref_available
7281	10.4	1.8	5.1	Scaffold_5	847607	848745	1103	C	ET_35	LTR/Gypsy	(4517)	7289	6187	8974	1
1173	23.0	1.3	4.1	Scaffold_5	849011	849309	291	C	ET_35	LTR/Gypsy	(5883)	5923	5633	8975	1
5678	19.2	0.2	0.4	Scaffold_5	849294	850290	995	C	ET_35	LTR/Gypsy	(10722)	1084	90	8975	1

###3067	9.5	0.0	2.6	Scaffold_5	852110	852576	455	C	ET_18	DNA/Ginger	(2)	457	3	8980	1	0.991

###5531/1016/16808	11.198	0.357	1.598	Scaffold_5	888686	895379	3380	+	ET_35	LTR/Gypsy	111	9452	(2354)	8993/8993/8995	3	No_ref_available
5531	18.9	0.4	0.5	Scaffold_5	888686	889660	974	+	ET_35	LTR/Gypsy	111	1084	(10722)	8993	1
1016	20.4	1.6	5.0	Scaffold_5	889645	889892	240	+	ET_35	LTR/Gypsy	5633	5872	(5934)	8993	1
16808	6.8	0.2	1.7	Scaffold_5	893183	895379	2166	+	ET_35	LTR/Gypsy	7287	9452	(2354)	8995	1

###21174	8.0	0.3	2.6	Scaffold_5	890250	893179	2863	C	ET_33	DNA/Maverick	(1850)	2891	29	8994	1	0.604

###491	15.6	5.6	0.0	Scaffold_5	896520	896609	95	C	ET_35	LTR/Gypsy	(11711)	95	1	8997	1	No_ref_available

###13925	2.1	0.0	0.0	Scaffold_5	942991	944604	1614	C	ET_39	LINE/RTE	(0)	1614	1	9012	1	1.000
