Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###1928/441/9560	18.467	1.486	2.772	Scaffold_5	45	3009	2512	+	ET_32	LTR/Gypsy	1425	4379	(1855)	8475/8477/8477	3	No_ref_available
###386/8058	16.243	2.271	3.496	Scaffold_5	214868	235594	1745	+	ET_35	LTR/Gypsy	1	7289	(4517)	8588/8630	2	No_ref_available
386	17.7	11.4	0.0	Scaffold_5	214868	214946	88	+	ET_35	LTR/Gypsy	1	88	(11718)	8588	1
8058	16.2	2.0	3.6	Scaffold_5	232930	235594	1657	+	ET_35	LTR/Gypsy	5633	7289	(4517)	8630	1

###321	19.7	13.2	0.0	Scaffold_5	357883	357958	86	+	ET_35	LTR/Gypsy	3	88	(11718)	8684	1	No_ref_available

###4946/6976/4355	18.840	1.389	0.652	Scaffold_5	371036	375620	4293	C	ET_35	LTR/Gypsy	(6233)	5573	90	8688/8690/8690	3	No_ref_available
4946	12.3	0.6	1.1	Scaffold_5	371036	371822	783	C	ET_35	LTR/Gypsy	(6233)	5573	4791	8688	1
6976	20.5	2.0	0.5	Scaffold_5	372160	374745	2627	C	ET_35	LTR/Gypsy	(7354)	4452	1826	8690	1
4355	19.9	0.2	0.7	Scaffold_5	374734	375620	883	C	ET_35	LTR/Gypsy	(10834)	972	90	8690	1

###949/5801	16.100	0.343	0.607	Scaffold_5	489158	490329	1185	C	ET_35	LTR/Gypsy	(5972)	5834	102	8765/8765	2	No_ref_available
949	16.1	1.5	3.5	Scaffold_5	489158	489363	202	C	ET_35	LTR/Gypsy	(5972)	5834	5633	8765	1
5801	16.1	0.1	0.0	Scaffold_5	489348	490329	983	C	ET_35	LTR/Gypsy	(10722)	1084	102	8765	1

###273/42289/23682/26285/6445	2.662	0.671	0.725	Scaffold_5	590119	605242	11492	+	ET_35	LTR/Gypsy	3	11806	(0)	8859/8861/8863/8868/8868	5	No_ref_available
273	11.6	0.0	2.3	Scaffold_5	590119	590162	43	+	ET_35	LTR/Gypsy	3	45	(11761)	8859	1
42289	1.4	0.0	0.0	Scaffold_5	590445	594872	4426	+	ET_35	LTR/Gypsy	33	4458	(7348)	8861	1
23682	0.9	0.1	0.7	Scaffold_5	595068	597665	2584	+	ET_35	LTR/Gypsy	4700	7283	(4523)	8863	1
26285	5.2	1.0	1.6	Scaffold_5	599264	602919	3218	+	ET_35	LTR/Gypsy	7284	10501	(1305)	8868	1
6445	3.7	4.1	1.0	Scaffold_5	604046	605242	1234	+	ET_35	LTR/Gypsy	10573	11806	(0)	8868	1

###610	11.4	0.0	0.0	Scaffold_5	612047	612134	88	C	ET_35	LTR/Gypsy	(11718)	88	1	8870	1	No_ref_available

###7281/1173/5678	15.302	1.144	3.233	Scaffold_5	847607	850290	2389	C	ET_35	LTR/Gypsy	(4517)	7289	90	8974/8975/8975	3	No_ref_available
7281	10.4	1.8	5.1	Scaffold_5	847607	848745	1103	C	ET_35	LTR/Gypsy	(4517)	7289	6187	8974	1
1173	23.0	1.3	4.1	Scaffold_5	849011	849309	291	C	ET_35	LTR/Gypsy	(5883)	5923	5633	8975	1
5678	19.2	0.2	0.4	Scaffold_5	849294	850290	995	C	ET_35	LTR/Gypsy	(10722)	1084	90	8975	1

###5531/1016/16808	11.198	0.357	1.598	Scaffold_5	888686	895379	3380	+	ET_35	LTR/Gypsy	111	9452	(2354)	8993/8993/8995	3	No_ref_available
5531	18.9	0.4	0.5	Scaffold_5	888686	889660	974	+	ET_35	LTR/Gypsy	111	1084	(10722)	8993	1
1016	20.4	1.6	5.0	Scaffold_5	889645	889892	240	+	ET_35	LTR/Gypsy	5633	5872	(5934)	8993	1
16808	6.8	0.2	1.7	Scaffold_5	893183	895379	2166	+	ET_35	LTR/Gypsy	7287	9452	(2354)	8995	1

###491	15.6	5.6	0.0	Scaffold_5	896520	896609	95	C	ET_35	LTR/Gypsy	(11711)	95	1	8997	1	No_ref_available
